id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_2759,129,233,109,370,422,101,215,168,106,78,125,245,209,261,124
sample_2760,127,236,109,364,428,98,210,164,109,82,127,245,213,272,122
sample_2761,123,233,109,361,424,104,210,172,100,82,121,239,205,262,122
sample_2762,119,239,105,366,428,104,210,172,106,80,121,236,201,262,124
sample_2763,127,239,101,370,428,104,210,164,109,80,125,245,209,262,122
sample_2764,121,236,113,361,424,104,210,176,100,78,125,233,201,262,122
sample_2765,119,236,105,368,424,107,210,159,106,82,121,239,209,264,124
sample_2766,127,239,113,364,426,101,210,172,106,82,129,239,205,261,124
sample_2767,123,242,113,370,424,107,215,172,103,86,121,233,213,266,124
sample_2768,123,236,101,364,426,107,210,172,106,80,123,236,205,264,124
sample_2769,125,236,109,364,426,101,215,159,106,80,123,236,205,262,124
sample_2770,121,236,113,364,424,98,215,176,103,84,121,236,205,262,122
sample_2771,129,242,109,364,426,98,210,159,106,86,125,239,205,264,122
sample_2772,125,245,105,362,428,104,210,164,109,80,127,236,213,272,122
sample_2773,123,239,105,366,426,104,210,172,109,86,119,242,213,268,122
sample_2774,119,236,109,366,424,104,210,164,100,86,125,236,209,264,122
sample_2775,121,236,113,361,424,101,210,172,103,80,123,242,205,264,122
sample_2776,121,239,105,361,422,107,210,159,112,86,125,233,205,264,122
sample_2777,119,236,105,364,428,110,210,172,106,86,125,236,205,264,124
sample_2778,123,236,113,362,428,98,210,176,100,80,123,233,205,262,122
sample_2779,119,233,113,364,428,104,210,172,109,84,123,236,205,262,124
sample_2780,119,233,109,361,424,104,215,172,103,82,123,233,205,262,124
sample_2781,127,239,101,368,426,101,210,164,109,82,125,239,213,272,122
sample_2782,125,233,101,370,428,107,210,164,109,80,127,245,213,272,124
sample_2783,125,233,101,364,426,104,210,164,109,80,125,245,213,268,122
sample_2784,119,239,105,362,422,104,215,172,106,86,125,233,209,261,122
sample_2785,129,239,109,370,426,104,215,164,97,80,127,233,213,262,122
sample_2786,121,239,109,370,424,98,215,172,100,80,125,239,209,261,122
sample_2787,129,239,105,368,422,107,215,168,103,82,127,242,213,264,124
sample_2788,129,239,113,361,428,104,215,172,106,86,125,233,205,264,124
sample_2789,121,233,113,362,424,104,215,172,103,80,123,239,205,262,122
sample_2790,127,245,101,370,426,107,215,164,103,80,127,245,213,272,124
sample_2791,129,236,101,366,428,107,210,164,97,82,129,233,213,272,122
sample_2792,119,239,113,366,424,101,215,172,103,84,123,236,205,262,124
sample_2793,127,242,101,366,428,104,210,164,103,82,125,236,213,272,122
sample_2794,129,245,109,372,428,107,210,168,103,82,129,245,209,272,122
sample_2795,123,236,113,361,424,101,210,172,103,80,125,245,205,266,122
sample_2796,125,236,105,368,426,110,210,172,106,86,125,239,209,264,122
sample_2797,127,233,113,370,426,101,215,168,97,80,129,239,205,261,124
sample_2798,123,239,105,361,424,98,210,176,100,80,121,233,205,264,122
sample_2799,127,233,113,372,426,104,215,172,106,78,125,239,209,261,124
sample_2800,129,233,105,366,428,104,210,164,109,82,129,245,213,266,124
sample_2801,125,242,101,372,428,104,210,164,109,82,125,242,213,266,122
sample_2802,123,236,113,362,422,110,215,159,112,86,121,239,209,268,124
sample_2803,121,233,113,361,424,101,215,176,100,82,125,236,205,264,122
sample_2804,129,239,105,370,426,104,215,168,100,80,127,236,205,264,124
sample_2805,127,242,105,364,428,104,215,172,112,86,121,242,201,268,124
sample_2806,121,236,109,361,424,98,215,176,100,80,123,245,205,264,122
sample_2807,119,236,109,364,426,98,215,172,109,86,119,239,213,264,124
sample_2808,125,236,101,364,424,104,210,172,106,82,129,245,209,272,122
sample_2809,125,245,105,370,428,101,210,172,97,80,129,239,205,272,122
sample_2810,123,239,109,372,422,101,215,168,97,78,127,236,209,261,124
sample_2811,119,236,105,368,426,110,210,164,97,80,125,236,205,268,124
sample_2812,127,245,109,364,428,104,210,172,109,82,127,245,213,272,122
sample_2813,119,236,105,362,428,107,210,164,106,82,121,236,209,262,124
sample_2814,123,239,109,362,424,104,215,176,100,84,123,239,205,262,124
sample_2815,125,233,105,364,422,107,210,159,109,86,121,236,205,268,124
sample_2816,129,239,105,364,428,104,210,172,109,80,129,245,213,268,122
sample_2817,125,236,105,366,426,101,210,172,109,86,123,236,205,264,122
sample_2818,129,239,105,370,424,101,215,172,100,82,125,239,205,261,124
sample_2819,125,233,105,364,428,98,210,168,106,80,127,242,209,262,122
sample_2820,121,236,105,361,424,104,215,172,100,86,123,233,205,264,124
sample_2821,127,245,109,372,424,107,210,164,109,80,129,245,213,268,124
sample_2822,123,236,105,362,428,107,210,172,97,86,123,236,209,262,124
sample_2823,121,239,105,366,422,104,210,164,106,82,125,236,201,270,124
sample_2824,127,239,109,370,428,101,215,172,100,78,127,239,205,262,124
sample_2825,121,236,105,364,424,104,215,172,112,82,125,239,205,266,124
sample_2826,125,245,113,372,428,104,215,168,97,80,125,239,213,261,124
sample_2827,119,236,105,364,426,98,210,172,100,86,121,236,205,262,122
sample_2828,121,233,109,370,426,98,215,176,103,78,127,239,205,261,124
sample_2829,121,239,109,370,428,104,215,164,106,82,127,233,205,262,124
sample_2830,127,233,113,372,426,101,215,168,100,78,123,239,213,262,124
sample_2831,125,242,101,364,428,104,210,164,112,82,127,245,209,270,122
sample_2832,121,233,105,370,426,107,215,172,103,80,127,239,209,262,124
sample_2833,129,245,105,362,428,110,210,172,97,80,127,233,213,262,122
sample_2834,121,239,105,364,422,107,210,168,112,82,125,236,213,264,124
sample_2835,129,239,109,372,428,107,215,168,97,78,125,233,213,264,122
sample_2836,125,242,101,372,428,107,210,164,109,80,127,242,213,262,122
sample_2837,123,236,109,361,424,98,215,172,100,84,125,233,205,264,124
sample_2838,127,239,105,372,428,107,215,172,106,80,125,236,205,270,122
sample_2839,121,239,105,361,424,104,210,172,103,78,123,236,205,264,122
sample_2840,121,233,113,362,428,107,210,172,106,86,123,239,205,266,122
sample_2841,129,239,105,372,428,101,215,172,100,80,129,239,213,262,124
sample_2842,125,245,101,364,428,110,210,164,109,82,127,245,209,266,122
sample_2843,125,242,109,364,426,104,210,164,106,82,129,245,209,272,122
sample_2844,121,233,105,361,424,98,210,172,103,78,121,239,205,264,122
sample_2845,125,239,109,370,428,104,215,164,100,80,123,242,209,262,124
sample_2846,125,239,109,370,426,101,215,168,100,78,125,239,205,261,124
sample_2847,119,239,105,362,428,107,210,172,97,82,123,239,213,262,124
sample_2848,129,239,105,372,424,101,215,168,97,80,129,245,209,261,122
sample_2849,121,242,109,362,426,104,210,164,109,82,125,236,213,264,122
sample_2850,121,233,109,361,424,98,210,172,103,82,123,236,205,262,122
sample_2851,127,236,105,372,426,107,215,164,100,80,127,239,213,261,124
sample_2852,127,245,105,364,428,98,210,164,100,82,125,242,213,262,122
sample_2853,119,242,105,370,424,107,215,172,109,86,121,239,213,264,124
sample_2854,127,239,105,372,422,101,215,168,100,78,127,239,205,261,124
sample_2855,121,233,105,361,424,98,215,176,106,78,123,236,205,262,122
sample_2856,127,242,109,364,428,104,215,172,109,82,129,245,213,272,122
sample_2857,125,239,113,370,426,101,215,159,97,80,125,239,205,261,124
sample_2858,127,245,109,364,428,98,210,164,103,84,129,236,209,272,124
sample_2859,127,245,101,368,426,101,210,172,109,82,129,245,213,272,122
sample_2860,121,239,105,361,424,98,215,176,100,78,121,239,205,261,124
sample_2861,129,239,105,368,426,107,210,164,100,82,125,242,209,262,122
sample_2862,129,236,101,368,426,110,215,164,97,80,125,245,213,272,122
sample_2863,121,233,109,362,424,98,215,176,106,78,121,233,205,264,122
sample_2864,123,239,109,372,426,101,215,164,103,78,127,239,205,261,124
sample_2865,119,233,105,366,428,107,210,172,106,86,125,236,205,262,124
sample_2866,125,239,109,372,426,101,215,164,100,78,129,233,205,261,124
sample_2867,123,236,113,361,424,104,215,172,100,80,123,242,205,266,122
sample_2868,129,239,105,372,426,98,215,168,100,80,127,239,209,261,124
sample_2869,127,242,105,366,428,104,210,164,109,84,125,242,213,272,122
sample_2870,123,239,113,361,426,98,210,176,103,78,121,242,205,264,124
sample_2871,123,239,105,364,428,101,210,164,112,80,123,236,213,262,122
sample_2872,125,245,101,372,428,107,210,168,103,82,129,233,213,264,122
sample_2873,119,239,105,364,428,101,210,172,109,86,123,236,205,270,124
sample_2874,119,233,109,364,424,104,210,168,106,84,123,236,209,264,122
sample_2875,125,245,109,372,426,104,215,168,106,78,127,245,205,262,124
sample_2876,129,236,109,370,428,107,215,172,100,82,127,245,209,262,124
sample_2877,127,245,105,364,424,104,210,172,109,82,125,239,209,268,122
sample_2878,123,242,101,366,428,107,210,168,106,86,123,236,213,264,124
sample_2879,121,239,113,361,424,104,215,172,100,86,119,236,205,266,122
sample_2880,123,236,113,361,426,98,215,172,103,82,121,236,205,266,122
sample_2881,121,233,113,361,424,98,210,176,103,80,123,239,205,261,122
sample_2882,127,242,101,362,428,101,215,164,103,82,129,242,213,270,122
sample_2883,123,236,109,361,426,107,210,168,106,86,123,242,213,268,124
sample_2884,129,242,109,364,428,98,215,159,103,82,125,236,213,266,124
sample_2885,129,242,105,361,426,107,210,164,106,84,123,236,209,264,124
sample_2886,129,242,105,364,426,104,210,159,109,82,127,242,213,262,122
sample_2887,123,239,105,366,426,107,210,164,109,86,121,233,205,261,122
sample_2888,125,242,109,370,426,104,210,164,112,84,129,233,213,272,122
sample_2889,121,233,113,362,424,98,210,172,100,78,125,236,205,264,124
sample_2890,123,239,105,370,424,104,210,159,109,80,121,242,205,262,124
sample_2891,127,245,105,364,428,107,210,164,109,82,125,239,213,266,124
sample_2892,125,245,105,368,428,104,215,164,109,82,125,236,213,272,122
sample_2893,125,239,113,370,426,104,215,168,97,80,129,239,209,262,124
sample_2894,125,239,109,372,424,101,215,168,97,82,125,239,205,261,124
sample_2895,129,239,113,372,422,104,215,172,97,78,123,233,209,262,124
sample_2896,127,239,109,372,424,104,215,159,100,80,127,239,209,264,124
sample_2897,125,239,105,372,426,101,215,172,97,80,125,245,205,261,124
sample_2898,123,239,109,370,426,107,210,172,106,80,127,239,205,261,124
sample_2899,127,242,101,364,426,107,215,164,106,82,125,245,213,268,122
sample_2900,123,239,109,372,426,101,215,172,97,82,125,239,209,261,122
sample_2901,119,242,109,364,428,101,215,172,112,84,121,239,213,264,122
sample_2902,127,245,105,372,428,104,215,164,103,82,127,239,209,262,124
sample_2903,127,242,101,364,426,110,215,164,103,82,125,245,213,270,122
sample_2904,125,239,109,370,428,107,210,164,106,82,125,245,209,272,122
sample_2905,121,239,105,370,422,104,215,172,106,86,129,233,209,264,122
sample_2906,121,245,113,361,424,101,215,176,100,78,125,233,205,264,124
sample_2907,127,236,109,364,424,110,215,164,100,86,127,233,205,262,122
sample_2908,121,233,109,362,426,98,210,176,103,82,121,245,205,264,122
sample_2909,127,233,109,372,426,98,215,164,109,80,127,236,213,272,122
sample_2910,127,236,105,362,428,104,210,172,106,86,123,239,213,268,124
sample_2911,123,242,105,370,426,101,215,168,106,82,125,239,209,264,124
sample_2912,129,239,105,372,422,101,210,164,100,80,125,239,209,262,122
sample_2913,125,236,105,364,426,104,210,164,109,82,127,242,213,272,124
sample_2914,129,245,101,364,428,107,210,164,109,82,125,245,213,268,122
sample_2915,121,236,113,361,424,104,215,176,103,78,121,239,205,261,122
sample_2916,125,242,109,368,428,101,215,172,106,80,125,239,209,264,124
sample_2917,127,245,109,372,424,98,215,168,106,78,125,239,213,262,124
sample_2918,127,236,113,372,424,101,215,168,100,78,127,239,205,261,124
sample_2919,127,239,105,372,428,101,215,168,103,78,127,233,205,261,124
sample_2920,121,236,101,362,428,110,210,164,103,86,121,239,213,268,124
sample_2921,123,236,105,362,428,104,210,176,103,84,123,239,205,264,122
sample_2922,125,239,109,372,428,104,215,168,106,80,123,236,209,261,124
sample_2923,129,245,105,372,428,104,210,164,112,80,129,245,213,272,122
sample_2924,123,233,113,361,426,98,210,172,103,80,123,239,205,262,122
sample_2925,125,239,113,372,428,107,215,164,97,82,125,239,205,261,124
sample_2926,129,233,113,366,426,101,210,164,106,86,125,236,201,264,124
sample_2927,127,236,105,364,428,104,210,164,109,82,129,242,213,262,122
sample_2928,119,239,113,361,428,98,215,172,103,78,125,245,205,262,122
sample_2929,125,239,105,364,428,104,210,164,106,82,125,245,213,268,122
sample_2930,127,245,101,372,428,104,210,164,109,80,125,242,213,272,124
sample_2931,129,233,105,372,426,101,215,172,103,80,125,239,209,261,122
sample_2932,123,239,105,370,428,101,215,164,106,82,125,245,205,261,124
sample_2933,123,236,105,364,428,107,210,172,97,84,119,233,205,268,124
sample_2934,123,239,101,366,422,104,215,168,103,86,123,233,213,261,124
sample_2935,127,233,109,364,426,104,210,164,97,82,127,242,213,266,122
sample_2936,125,245,105,364,426,98,210,164,109,82,127,236,213,264,124
sample_2937,125,236,109,364,426,107,210,172,112,82,121,239,205,264,122
sample_2938,121,236,109,361,424,101,210,176,100,80,121,233,201,264,122
sample_2939,121,245,113,362,424,98,215,176,100,78,121,233,205,262,122
sample_2940,129,239,113,372,424,98,215,172,97,78,127,239,209,264,122
sample_2941,129,242,105,364,426,107,210,159,106,86,123,236,201,266,122
sample_2942,123,239,105,362,422,107,215,176,112,86,121,236,201,270,124
sample_2943,121,233,113,361,424,101,210,172,103,82,121,239,205,261,122
sample_2944,123,236,105,362,422,101,210,172,112,82,121,239,205,266,122
sample_2945,127,242,101,370,428,101,215,159,106,82,129,245,213,264,122
sample_2946,127,236,113,364,426,98,210,172,106,80,123,236,213,261,124
sample_2947,121,239,105,364,428,104,210,172,106,82,121,236,213,262,124
sample_2948,121,233,113,361,424,98,215,176,100,80,123,245,205,264,122
sample_2949,127,239,105,364,422,104,215,168,109,86,119,236,209,262,124
sample_2950,121,236,109,364,426,107,215,172,106,86,127,236,205,262,122
sample_2951,125,239,113,372,426,104,215,164,106,80,125,239,205,261,124
sample_2952,125,245,109,368,424,104,215,168,100,78,127,239,209,264,124
sample_2953,123,236,109,370,422,110,210,172,109,86,123,239,213,270,124
sample_2954,123,233,109,364,424,98,215,176,103,82,125,245,201,264,122
sample_2955,129,242,105,362,428,101,210,164,112,82,129,242,213,262,122
sample_2956,129,233,105,366,426,101,210,168,106,80,119,239,205,268,124
sample_2957,119,236,113,362,422,98,210,168,109,86,125,233,205,264,124
sample_2958,129,233,105,364,428,110,210,168,106,82,125,245,213,272,124
sample_2959,121,239,109,368,424,101,215,168,100,78,125,239,205,262,122
sample_2960,129,245,105,370,426,104,215,168,100,78,125,239,213,261,124
sample_2961,129,239,113,372,426,98,215,168,103,82,123,239,213,261,124
sample_2962,121,233,113,362,424,98,215,172,103,84,123,242,201,262,124
sample_2963,123,233,113,361,424,98,215,176,100,78,121,233,205,262,122
sample_2964,125,239,101,370,428,98,215,164,109,82,125,233,213,272,122
sample_2965,123,236,113,361,424,98,215,172,100,78,125,239,205,264,122
sample_2966,125,239,105,370,424,104,215,168,106,80,125,239,209,261,124
sample_2967,127,233,101,372,428,104,210,164,106,82,129,245,209,266,122
sample_2968,127,236,105,364,422,107,210,164,106,86,121,236,213,266,124
sample_2969,119,239,113,364,426,107,210,168,100,80,119,236,209,262,122
sample_2970,125,239,109,372,426,104,215,168,103,80,127,239,205,261,122
sample_2971,129,245,101,364,428,101,210,168,103,82,129,239,209,264,122
sample_2972,125,239,109,372,422,104,215,172,97,80,129,242,213,261,124
sample_2973,127,233,113,372,428,107,215,168,103,80,125,245,205,261,124
sample_2974,119,239,105,364,428,104,215,172,106,82,121,236,205,264,124
sample_2975,129,242,105,368,426,101,210,164,112,84,125,242,209,272,122
sample_2976,127,242,109,364,428,101,210,172,106,82,129,245,205,262,124
sample_2977,121,233,113,361,424,98,215,176,100,78,123,239,205,262,122
sample_2978,123,245,109,372,426,98,215,172,103,80,127,239,209,264,124
sample_2979,125,239,105,372,422,104,210,168,100,82,127,239,205,264,122
sample_2980,127,236,113,370,428,104,215,172,103,82,121,236,213,268,124
sample_2981,129,242,105,364,428,104,210,159,109,82,127,233,213,272,122
sample_2982,129,239,109,370,426,101,215,159,97,82,125,239,209,261,124
sample_2983,121,239,105,364,422,107,210,172,109,86,125,239,205,262,124
sample_2984,125,239,109,372,428,104,210,172,97,80,129,239,205,264,124
sample_2985,121,233,113,361,424,104,210,176,103,80,121,236,205,262,122
sample_2986,123,239,113,361,428,101,215,176,100,84,123,236,205,262,122
sample_2987,125,245,109,370,428,101,215,172,100,80,125,239,213,261,124
sample_2988,123,233,105,361,426,98,215,176,109,84,121,236,205,262,124
sample_2989,125,239,109,368,422,101,215,172,100,80,125,233,205,264,124
sample_2990,129,245,105,372,428,107,210,164,106,82,125,245,213,272,124
sample_2991,125,242,101,364,426,98,210,164,109,80,125,239,213,272,122
sample_2992,127,233,109,370,424,107,215,168,106,78,127,239,205,262,122
sample_2993,125,245,101,372,426,104,210,164,109,82,125,245,209,272,122
sample_2994,119,236,105,364,424,101,210,172,106,86,123,236,209,270,124
sample_2995,123,236,109,364,426,98,210,164,106,82,121,236,209,264,124
sample_2996,125,236,113,370,426,104,215,176,97,78,129,239,209,262,124
sample_2997,125,233,109,370,428,101,215,168,97,80,129,239,209,262,124
sample_2998,123,233,113,364,424,101,210,172,103,78,125,236,201,266,122
sample_2999,123,236,113,361,428,98,210,176,100,82,121,239,205,266,124
sample_3000,121,239,109,372,422,101,215,172,100,80,127,239,205,261,124
sample_3001,125,242,101,372,428,107,210,164,109,80,125,245,213,272,122
sample_3002,121,245,113,361,424,101,215,176,103,82,123,233,205,262,122
sample_3003,121,233,113,362,424,104,215,172,103,78,123,233,205,261,122
sample_3004,119,239,105,364,426,104,210,159,106,86,121,236,209,264,122
sample_3005,127,242,101,366,428,104,210,159,109,82,129,239,213,272,124
sample_3006,125,245,101,362,426,104,210,164,109,82,129,236,213,264,122
sample_3007,121,236,109,364,424,98,215,172,103,80,121,233,205,266,122
sample_3008,127,245,101,366,428,101,215,172,109,84,127,245,213,262,122
sample_3009,125,239,113,370,428,104,215,164,100,78,125,236,213,264,124
sample_3010,123,233,105,370,426,107,215,168,106,80,129,239,205,266,124
sample_3011,119,233,113,361,426,107,210,172,109,82,125,236,205,262,122
sample_3012,129,245,101,364,426,98,215,164,100,82,125,242,213,266,122
sample_3013,123,239,109,370,422,101,215,168,100,78,129,239,209,264,124
sample_3014,129,233,101,364,428,104,210,168,109,82,125,242,213,268,122
sample_3015,123,239,105,372,428,104,215,164,106,80,125,239,205,261,122
sample_3016,129,239,109,372,428,107,215,176,103,78,123,239,213,261,124
sample_3017,127,239,113,372,428,101,215,164,103,80,127,239,213,262,124
sample_3018,121,239,113,368,428,98,215,172,106,86,123,239,205,262,124
sample_3019,127,233,105,364,428,98,215,164,109,82,127,242,213,264,122
sample_3020,125,242,101,364,428,107,210,164,109,82,129,242,213,272,124
sample_3021,129,233,113,370,426,101,215,168,100,80,125,239,213,261,122
sample_3022,127,245,101,364,426,101,210,164,106,84,127,239,213,272,122
sample_3023,121,233,113,364,424,98,215,172,103,78,125,236,205,262,124
sample_3024,121,239,113,361,424,98,210,172,103,78,121,233,205,264,122
sample_3025,119,239,113,362,426,107,210,159,97,86,129,239,205,266,124
sample_3026,129,233,105,372,426,104,210,172,97,82,127,245,213,266,122
sample_3027,119,233,109,361,424,98,215,176,100,80,121,242,205,264,122
sample_3028,129,245,101,366,428,104,210,159,109,82,127,245,213,272,122
sample_3029,125,236,101,372,426,107,210,164,112,82,127,242,213,272,122
sample_3030,127,239,105,370,422,98,215,168,103,78,123,242,209,264,124
sample_3031,125,239,105,370,422,107,215,168,97,78,125,245,205,261,124
sample_3032,121,242,109,370,428,107,210,168,109,86,129,242,213,262,124
sample_3033,129,239,105,370,428,104,215,172,100,80,125,239,213,262,124
sample_3034,119,239,113,364,422,107,215,176,97,86,121,239,209,261,124
sample_3035,127,242,109,364,428,104,210,164,109,82,125,239,213,272,122
sample_3036,125,239,105,362,428,104,210,172,109,86,125,239,205,264,122
sample_3037,123,236,113,361,426,101,215,176,100,80,121,245,205,262,122
sample_3038,125,233,109,370,424,101,210,172,100,78,129,239,209,261,124
sample_3039,123,239,105,364,428,107,210,164,109,80,121,239,205,264,124
sample_3040,125,239,105,370,426,98,215,168,100,78,125,239,205,261,124
sample_3041,127,245,105,362,428,98,215,159,106,82,127,239,209,272,124
sample_3042,127,239,105,364,424,110,210,159,100,86,123,236,205,261,124
sample_3043,129,239,105,372,428,101,215,168,97,80,129,242,209,262,124
sample_3044,125,239,105,368,426,98,215,164,106,78,127,239,209,261,124
sample_3045,129,245,105,368,428,104,210,164,106,82,125,242,213,272,122
sample_3046,127,239,105,366,428,107,210,172,97,86,121,236,205,264,124
sample_3047,127,236,105,364,422,104,215,168,106,84,119,239,213,264,124
sample_3048,123,239,113,361,424,98,215,172,100,84,121,245,205,264,122
sample_3049,125,233,105,364,428,98,210,164,106,82,129,236,213,264,122
sample_3050,119,236,105,364,428,104,210,164,97,86,123,233,205,266,124
sample_3051,121,239,105,361,424,98,215,176,100,80,121,242,201,264,122
sample_3052,125,242,109,364,428,104,210,164,109,82,127,236,213,264,122
sample_3053,123,245,109,361,426,98,210,176,103,82,123,242,205,262,122
sample_3054,123,239,105,364,422,104,210,168,97,86,123,233,205,270,124
sample_3055,125,245,109,362,428,107,210,164,109,82,129,242,205,268,122
sample_3056,129,245,109,366,428,104,210,164,109,80,127,236,213,272,122
sample_3057,125,239,105,370,422,101,215,168,97,78,127,239,205,264,124
sample_3058,123,239,105,372,426,101,215,172,100,82,125,236,209,262,124
sample_3059,125,236,109,364,424,107,215,172,106,86,119,242,201,270,124
sample_3060,119,239,113,364,426,107,210,172,106,86,125,242,205,264,124
sample_3061,125,242,109,364,424,110,210,164,109,82,127,242,213,264,122
sample_3062,125,239,101,364,428,107,210,164,109,84,127,236,213,272,122
sample_3063,121,239,105,368,426,104,210,172,106,86,119,239,205,262,122
sample_3064,127,245,105,372,428,107,210,164,106,82,127,242,213,272,124
sample_3065,127,242,109,362,424,104,210,164,112,82,127,239,213,272,122
sample_3066,123,242,109,372,426,104,215,164,106,78,127,236,205,264,122
sample_3067,121,233,109,368,426,98,215,172,106,84,123,239,209,261,124
sample_3068,129,245,101,364,426,107,210,164,109,82,125,245,213,268,122
sample_3069,125,242,105,364,428,104,210,164,106,82,127,242,213,264,122
sample_3070,121,239,109,361,424,98,215,172,100,80,121,233,205,264,122
sample_3071,125,236,105,364,428,104,215,164,109,84,125,239,205,264,124
sample_3072,123,233,113,361,428,98,215,172,100,80,121,233,205,264,122
sample_3073,123,236,109,364,426,110,210,164,100,86,125,239,213,266,124
sample_3074,127,242,105,372,428,110,210,164,109,82,127,236,213,272,124
sample_3075,121,245,109,361,428,98,210,176,103,84,125,233,205,262,124
sample_3076,123,236,105,362,426,104,215,168,106,80,123,233,201,262,124
sample_3077,119,233,101,364,424,107,210,172,97,84,125,233,213,264,122
sample_3078,121,239,105,370,424,101,215,164,100,82,127,239,205,261,122
sample_3079,127,233,101,364,426,107,210,168,109,82,125,245,213,272,122
sample_3080,125,236,113,364,424,107,210,172,112,86,125,236,205,264,122
sample_3081,125,239,105,372,428,107,215,168,97,78,127,239,209,262,124
sample_3082,121,233,113,362,424,98,215,172,103,80,123,236,201,262,124
sample_3083,121,236,113,372,426,104,215,172,100,78,125,236,209,261,124
sample_3084,125,242,105,370,428,104,210,164,109,82,127,233,213,266,122
sample_3085,121,236,113,364,428,101,215,164,109,84,121,239,213,261,124
sample_3086,127,239,109,364,428,107,215,168,97,82,123,236,205,262,124
sample_3087,123,236,113,364,422,110,210,159,97,86,125,233,213,264,124
sample_3088,123,239,113,361,424,98,215,172,106,78,125,233,205,262,122
sample_3089,121,239,113,368,426,101,215,168,100,78,125,239,213,261,124
sample_3090,125,245,109,364,426,107,210,164,100,82,129,245,213,270,122
sample_3091,127,236,109,368,428,104,210,159,103,82,129,239,213,270,122
sample_3092,129,239,113,370,424,101,215,172,100,82,129,239,205,264,124
sample_3093,127,245,101,364,428,104,210,164,112,82,129,245,213,272,122
sample_3094,125,242,105,372,424,101,210,172,103,80,127,242,213,272,122
sample_3095,123,236,109,364,426,110,215,164,106,86,121,236,209,264,124
sample_3096,125,236,105,366,426,104,210,164,106,82,125,245,205,272,122
sample_3097,127,245,101,364,428,101,210,164,106,82,125,245,213,268,122
sample_3098,119,239,113,364,422,104,210,172,106,86,121,239,209,266,124
sample_3099,125,239,105,372,424,104,210,172,100,80,127,239,205,261,124
sample_3100,123,239,109,372,426,104,210,172,106,78,123,239,209,262,124
sample_3101,123,245,113,364,424,98,210,176,106,80,125,233,205,262,124
sample_3102,123,236,109,364,426,98,215,172,106,80,125,242,205,264,122
sample_3103,127,245,101,364,428,110,210,172,109,82,127,245,213,272,122
sample_3104,127,233,109,370,426,101,215,172,97,80,129,245,205,261,124
sample_3105,125,239,105,361,428,104,210,172,112,86,123,239,205,264,124
sample_3106,119,236,113,364,424,104,215,172,97,84,121,236,205,262,124
sample_3107,123,245,113,361,424,98,210,172,100,78,123,236,205,262,124
sample_3108,125,236,101,364,428,104,210,159,106,84,125,242,213,268,122
sample_3109,123,236,109,364,428,101,210,176,109,86,123,236,205,264,122
sample_3110,121,236,113,362,424,101,215,172,103,82,123,236,205,264,122
sample_3111,119,242,105,361,426,104,215,176,103,84,123,239,205,264,124
sample_3112,127,242,105,364,428,104,210,164,103,82,127,245,213,268,122
sample_3113,127,239,105,362,424,110,210,159,109,84,127,236,213,266,122
sample_3114,127,242,105,372,426,101,215,168,97,80,125,239,209,262,124
sample_3115,123,239,105,364,424,107,215,172,106,84,123,239,205,262,122
sample_3116,123,236,105,364,424,107,210,172,106,86,125,236,213,266,124
sample_3117,121,233,109,361,424,98,210,172,100,80,123,233,205,264,122
sample_3118,123,239,113,364,426,98,210,176,100,86,123,236,213,270,124
sample_3119,123,233,109,364,426,98,215,176,103,82,125,242,205,261,124
sample_3120,123,239,105,372,428,104,215,164,103,80,127,239,205,262,124
sample_3121,127,245,109,370,426,104,210,172,103,82,127,239,213,272,124
sample_3122,119,239,105,362,428,104,215,172,103,86,123,233,205,264,124
sample_3123,123,233,113,361,424,98,215,176,100,80,123,233,205,264,124
sample_3124,129,236,105,364,422,98,210,159,106,84,125,239,213,264,122
sample_3125,121,239,105,362,424,101,215,172,112,86,125,236,205,262,122
sample_3126,125,239,105,368,424,104,215,172,100,80,125,239,205,261,124
sample_3127,127,242,105,370,428,101,210,164,109,80,127,245,213,272,122
sample_3128,125,242,101,372,428,101,210,164,109,84,129,242,213,270,122
sample_3129,121,236,105,361,428,98,215,176,100,80,123,233,205,264,122
sample_3130,121,233,113,361,424,98,215,172,100,78,123,242,205,261,124
sample_3131,119,236,101,364,422,110,210,164,100,86,129,236,209,262,122
sample_3132,127,233,113,364,422,104,215,172,106,82,127,239,213,264,122
sample_3133,123,233,113,362,424,104,215,176,106,82,123,245,205,261,124
sample_3134,123,236,105,364,426,104,210,168,100,82,121,236,205,264,124
sample_3135,121,239,109,361,424,98,215,176,100,80,121,233,205,264,122
sample_3136,129,245,101,364,428,98,215,164,109,82,127,245,213,272,122
sample_3137,121,233,113,361,424,98,215,176,100,78,121,239,205,264,124
sample_3138,123,239,105,370,422,101,215,164,100,78,125,239,205,262,124
sample_3139,123,239,109,362,428,101,210,176,106,82,121,233,209,262,124
sample_3140,123,239,113,370,428,101,215,168,97,80,125,239,205,261,124
sample_3141,121,242,109,372,426,101,215,164,100,78,129,239,205,261,124
sample_3142,121,236,113,361,424,98,210,176,103,82,121,245,201,261,122
sample_3143,121,233,105,361,424,104,215,172,103,82,123,233,205,264,122
sample_3144,123,233,113,361,424,98,215,176,106,82,125,236,201,266,122
